Instance,Time,Gap,Objective,Gained Imparity,Imparity Quotient
Lpr-a-01-2C-10A.json,0.06522893905639648,0.0,2093.0,1,0.03571428571428571
Lpr-a-01-2C-10B.json,0.042855024337768555,0.0,1802.0,1,0.03571428571428571
Lpr-a-01-2C-1A.json,0.04788684844970703,0.0,2022.0,1,0.03571428571428571
Lpr-a-01-2C-1B.json,0.029188871383666992,0.0,2190.0,1,0.03571428571428571
Lpr-a-01-2C-2A.json,0.1088709831237793,0.0,2551.0,0,0.0
Lpr-a-01-2C-2B.json,0.03798699378967285,0.0,2264.0,1,0.03571428571428571
Lpr-a-01-2C-3A.json,0.030241012573242188,0.0,2086.0,1,0.03571428571428571
Lpr-a-01-2C-3B.json,0.0204160213470459,0.0,1347.0,1,0.03571428571428571
Lpr-a-01-2C-4A.json,0.022744178771972656,0.0,2253.0,1,0.03571428571428571
Lpr-a-01-2C-4B.json,0.010332822799682617,0.0,1223.0,1,0.03571428571428571
Lpr-a-01-2C-5A.json,0.0357210636138916,0.0,2249.0,1,0.03571428571428571
Lpr-a-01-2C-5B.json,0.010960102081298828,0.0,1706.0,1,0.03571428571428571
Lpr-a-01-2C-6A.json,0.03192710876464844,0.0,2167.0,1,0.03571428571428571
Lpr-a-01-2C-6B.json,0.01648712158203125,0.0,1247.0,1,0.03571428571428571
Lpr-a-01-2C-7A.json,0.02365899085998535,0.0,3036.0,1,0.03571428571428571
Lpr-a-01-2C-7B.json,0.013511180877685547,0.0,1553.0,1,0.03571428571428571
Lpr-a-01-2C-8A.json,0.057672977447509766,0.0,1897.0000000000002,1,0.03571428571428571
Lpr-a-01-2C-8B.json,0.04894709587097168,0.0,1666.0,1,0.03571428571428571
Lpr-a-01-2C-9A.json,0.09629082679748535,0.0,2681.0,2,0.07142857142857142
Lpr-a-01-2C-9B.json,0.04030299186706543,0.0,1384.0,1,0.03571428571428571
Lpr-a-01-3C-10A.json,0.11664509773254395,0.0,1952.0,1,0.03571428571428571
Lpr-a-01-3C-10B.json,0.060832977294921875,0.0,1189.0,1,0.03571428571428571
Lpr-a-01-3C-1A.json,0.08781695365905762,0.0,2269.0,1,0.03571428571428571
Lpr-a-01-3C-1B.json,0.15794801712036133,0.0,1858.0,1,0.03571428571428571
Lpr-a-01-3C-2A.json,0.14553308486938477,0.0,2031.0,1,0.03571428571428571
Lpr-a-01-3C-2B.json,0.10311508178710938,0.0,1649.0,1,0.03571428571428571
Lpr-a-01-3C-3A.json,0.12491583824157715,0.0,2287.0,1,0.03571428571428571
Lpr-a-01-3C-3B.json,0.04551386833190918,0.0,1419.0,1,0.03571428571428571
Lpr-a-01-3C-4A.json,0.08950614929199219,0.0,1985.0,1,0.03571428571428571
Lpr-a-01-3C-4B.json,0.16950511932373047,0.0,1592.0,1,0.03571428571428571
Lpr-a-01-3C-5A.json,0.05375504493713379,0.0,2405.999996485537,4,0.14285714285714285
Lpr-a-01-3C-5B.json,0.3634669780731201,0.0,1962.0,1,0.03571428571428571
Lpr-a-01-3C-6A.json,0.14419317245483398,0.0,2449.0,1,0.03571428571428571
Lpr-a-01-3C-6B.json,0.13673186302185059,0.0,1443.0,1,0.03571428571428571
Lpr-a-01-3C-7A.json,0.10818600654602051,0.0,1690.0,1,0.03571428571428571
Lpr-a-01-3C-7B.json,0.03768491744995117,0.0,1305.0,1,0.03571428571428571
Lpr-a-01-3C-8A.json,0.29303598403930664,0.0,2564.0,1,0.03571428571428571
Lpr-a-01-3C-8B.json,0.21354198455810547,0.0,1590.000000000001,3,0.10714285714285714
Lpr-a-01-3C-9A.json,0.027354001998901367,0.0,1677.0,1,0.03571428571428571
Lpr-a-01-3C-9B.json,0.06171107292175293,0.0,1178.0,1,0.03571428571428571
Lpr-a-02-2C-10A.json,0.031976938247680664,0.0,6608.0,2,0.03773584905660377
Lpr-a-02-2C-10B.json,0.0584871768951416,0.0,4740.0,2,0.03773584905660377
Lpr-a-02-2C-1A.json,0.2082669734954834,0.0,7699.0,1,0.018867924528301886
